index,paths,label,bbox,width,height,dataset
1921,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/32.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (168, 782, 518, 518), 'score': [0.9406139850616455], 'center': (427, 1041)}]",920,1920,liveness-detection-zalo-2022
1492,kaggle_datasets/liveness-detection-zalo-2022/train/frames/240.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (141, 368, 381, 381), 'score': [0.8368685245513916], 'center': (331, 558)}]",720,1280,liveness-detection-zalo-2022
1586,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5524.png,0,"[{'id': 0, 'bbox': (110, 171, 499, 499), 'score': [0.9194377660751343], 'center': (359, 420)}]",706,706,LCC_FASD
382,kaggle_datasets/liveness-detection-zalo-2022/train/frames/787.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (144, 491, 333, 333), 'score': [0.853038489818573], 'center': (310, 657)}]",720,1280,liveness-detection-zalo-2022
904,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMG955U_S0_id33_s1_165.png,0,"[{'id': 0, 'bbox': (175, 242, 753, 753), 'score': [0.8845690488815308], 'center': (551, 618)}]",1090,1090,LCC_FASD
166,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5137.png,0,"[{'id': 0, 'bbox': (213, 261, 622, 622), 'score': [0.916109025478363], 'center': (524, 572)}]",973,973,LCC_FASD
117,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/12.mp4/output_0008.jpg,0,"[{'id': 0, 'bbox': (244, 902, 451, 451), 'score': [0.9360820055007935], 'center': (469, 1127)}]",1080,1920,liveness-detection-zalo-2022
2799,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP620_IPHONE4_id44_s0_120.png,0,"[{'id': 0, 'bbox': (73, 94, 220, 220), 'score': [0.9286259412765503], 'center': (183, 204)}]",366,366,LCC_FASD
950,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMG955U_S0_id45_s1_122.png,0,"[{'id': 0, 'bbox': (104, 110, 284, 284), 'score': [0.9029377102851868], 'center': (246, 252)}]",438,438,LCC_FASD
2127,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_X014D_id4_s0_106.png,0,"[{'id': 0, 'bbox': (60, 68, 215, 215), 'score': [0.8867273330688477], 'center': (167, 175)}]",321,321,LCC_FASD
2020,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/36.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (194, 602, 445, 445), 'score': [0.892781674861908], 'center': (416, 824)}]",864,1920,liveness-detection-zalo-2022
487,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1627.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (140, 546, 462, 462), 'score': [0.792290985584259], 'center': (371, 777)}]",720,1280,liveness-detection-zalo-2022
1254,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_261.png,1,"[{'id': 0, 'bbox': (88, 133, 343, 343), 'score': [0.860828697681427], 'center': (259, 304)}]",508,508,LCC_FASD
2525,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1427.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (136, 396, 414, 413), 'score': [0.8145366311073303], 'center': (343, 602)}]",720,1280,liveness-detection-zalo-2022
772,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/37.mp4/output_0013.jpg,0,"[{'id': 0, 'bbox': (80, 131, 200, 200), 'score': [0.8253480195999146], 'center': (180, 231)}]",360,480,liveness-detection-zalo-2022
1094,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6893.png,0,"[{'id': 0, 'bbox': (29, 49, 135, 135), 'score': [0.8790725469589233], 'center': (96, 116)}]",186,186,LCC_FASD
1896,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/30.mp4/output_0011.jpg,1,"[{'id': 0, 'bbox': (90, 731, 594, 594), 'score': [0.9603264331817627], 'center': (387, 1028)}]",880,1920,liveness-detection-zalo-2022
870,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_MOTOMC_S1_id59_s0_30.png,0,"[{'id': 0, 'bbox': (85, 107, 264, 264), 'score': [0.9365018010139465], 'center': (217, 239)}]",388,388,LCC_FASD
1427,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_VSVA2231WA_MEIZUM3S_id59_s0_273.png,0,"[{'id': 0, 'bbox': (225, 215, 595, 595), 'score': [0.9194736480712891], 'center': (522, 512)}]",878,878,LCC_FASD
760,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id68_s0_150.png,1,"[{'id': 0, 'bbox': (110, 141, 425, 425), 'score': [0.8979517817497253], 'center': (322, 353)}]",627,627,LCC_FASD
2185,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6070.png,0,"[{'id': 0, 'bbox': (39, 64, 159, 159), 'score': [0.9314677715301514], 'center': (118, 143)}]",257,257,LCC_FASD
805,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_ALUNKNOWN_DOOX5_id47_s2_75.png,0,"[{'id': 0, 'bbox': (57, 76, 185, 185), 'score': [0.8877008557319641], 'center': (149, 168)}]",311,311,LCC_FASD
994,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1770.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (159, 226, 241, 241), 'score': [0.807295560836792], 'center': (279, 346)}]",480,854,liveness-detection-zalo-2022
1798,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id16_s0_90.png,1,"[{'id': 0, 'bbox': (79, 104, 293, 293), 'score': [0.8950870633125305], 'center': (225, 250)}]",425,425,LCC_FASD
2072,kaggle_datasets/liveness-detection-zalo-2022/train/frames/129.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (584, 695, 972, 972), 'score': [0.8442728519439697], 'center': (1070, 1181)}]",2160,3840,liveness-detection-zalo-2022
1937,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1237.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (183, 394, 389, 389), 'score': [0.8863743543624878], 'center': (377, 588)}]",720,1280,liveness-detection-zalo-2022
192,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1540.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (427, 328, 477, 477), 'score': [0.844872236251831], 'center': (665, 566)}]",1080,1920,liveness-detection-zalo-2022
316,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_SSM2433_S4508_id1_s0_90.png,0,"[{'id': 0, 'bbox': (76, 87, 224, 224), 'score': [0.9466115832328796], 'center': (188, 199)}]",366,366,LCC_FASD
1969,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1248.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (148, 356, 247, 247), 'score': [0.8582490682601929], 'center': (271, 479)}]",480,852,liveness-detection-zalo-2022
721,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/VID_20241126_025707.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (-38, 1248, 2235, 2235), 'score': [0.8964444398880005], 'center': (1079, 2365)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
2225,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/46.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (265, 597, 428, 428), 'score': [0.6877189874649048], 'center': (479, 811)}]",1080,1920,liveness-detection-zalo-2022
1422,kaggle_datasets/liveness-detection-zalo-2022/train/frames/210.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (427, 644, 501, 501), 'score': [0.713158369064331], 'center': (677, 894)}]",1080,1920,liveness-detection-zalo-2022
654,kaggle_datasets/liveness-detection-zalo-2022/train/frames/167.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (147, 295, 278, 278), 'score': [0.8010939955711365], 'center': (286, 434)}]",480,854,liveness-detection-zalo-2022
2109,kaggle_datasets/liveness-detection-zalo-2022/train/frames/130.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (68, 576, 574, 574), 'score': [0.8034232258796692], 'center': (355, 863)}]",720,1280,liveness-detection-zalo-2022
358,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3493.png,0,"[{'id': 0, 'bbox': (160, 214, 529, 529), 'score': [0.8920467495918274], 'center': (424, 478)}]",815,815,LCC_FASD
2038,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/37.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (292, 697, 666, 666), 'score': [0.9736664891242981], 'center': (625, 1030)}]",1080,1920,liveness-detection-zalo-2022
1403,kaggle_datasets/liveness-detection-zalo-2022/train/frames/204.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (291, 788, 364, 364), 'score': [0.9194322228431702], 'center': (473, 970)}]",1068,1700,liveness-detection-zalo-2022
477,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_MOTOMC_S0_id31_s0_92.png,0,"[{'id': 0, 'bbox': (50, 82, 249, 249), 'score': [0.7085094451904297], 'center': (174, 206)}]",346,346,LCC_FASD
3627,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S0_id87_s0_75.png,0,"[{'id': 0, 'bbox': (69, 103, 376, 376), 'score': [0.8185393214225769], 'center': (257, 291)}]",525,525,LCC_FASD
539,kaggle_datasets/liveness-detection-zalo-2022/train/frames/821.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (176, 716, 425, 425), 'score': [0.7750080227851868], 'center': (388, 928)}]",720,1280,liveness-detection-zalo-2022
781,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id70_s0_30.png,1,"[{'id': 0, 'bbox': (64, 137, 358, 358), 'score': [0.9320893287658691], 'center': (243, 316)}]",539,539,LCC_FASD
559,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3676.png,0,"[{'id': 0, 'bbox': (129, 131, 375, 375), 'score': [0.8815838694572449], 'center': (316, 318)}]",579,579,LCC_FASD
2874,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_SLS24E390HL0_HUAWEIG620SL01_S0_id47_s1_91.png,0,"[{'id': 0, 'bbox': (32, 48, 147, 147), 'score': [0.9414722323417664], 'center': (105, 121)}]",234,234,LCC_FASD
286,kaggle_datasets/antispoofing-replay-dataset/frames/0001fffbd2--6321679c014598092a3db5fd/output_0007.jpg,0,"[{'id': 0, 'bbox': (248, 661, 204, 204), 'score': [0.6837760210037231], 'center': (350, 763)}]",720,1280,antispoofing-replay-dataset
1573,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/LTC270_id144_s0_45.png,1,"[{'id': 0, 'bbox': (162, 181, 418, 418), 'score': [0.93576580286026], 'center': (371, 390)}]",699,699,LCC_FASD
3046,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_SSM23B300_REDMIN4X_id47_s2_55.png,0,"[{'id': 0, 'bbox': (100, 132, 397, 397), 'score': [0.9216917753219604], 'center': (298, 330)}]",617,617,LCC_FASD
883,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1734.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (133, 270, 280, 280), 'score': [0.858504593372345], 'center': (273, 410)}]",480,852,liveness-detection-zalo-2022
706,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6537.png,0,"[{'id': 0, 'bbox': (84, 141, 363, 363), 'score': [0.8988779783248901], 'center': (265, 322)}]",545,545,LCC_FASD
2654,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1460.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (118, 309, 558, 558), 'score': [0.9113842844963074], 'center': (397, 588)}]",720,1280,liveness-detection-zalo-2022
2079,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5974.png,0,"[{'id': 0, 'bbox': (35, 42, 107, 107), 'score': [0.888927698135376], 'center': (88, 95)}]",164,164,LCC_FASD
722,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id64_s0_75.png,1,"[{'id': 0, 'bbox': (86, 122, 301, 301), 'score': [0.9118484258651733], 'center': (236, 272)}]",430,430,LCC_FASD
481,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3605.png,0,"[{'id': 0, 'bbox': (117, 115, 324, 324), 'score': [0.9203851819038391], 'center': (279, 277)}]",493,493,LCC_FASD
1185,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_BQEW2730_IPHONE5F_id47_s3_15.png,0,"[{'id': 0, 'bbox': (157, 194, 528, 528), 'score': [0.9494089484214783], 'center': (421, 458)}]",813,813,LCC_FASD
1731,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1182.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (175, 184, 430, 430), 'score': [0.5531464219093323], 'center': (390, 399)}]",720,1280,liveness-detection-zalo-2022
823,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_ALUNKNOWN_DOOX5_id57_s1_30.png,0,"[{'id': 0, 'bbox': (35, 46, 174, 173), 'score': [0.8310642242431641], 'center': (122, 132)}]",244,244,LCC_FASD
1382,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5338.png,0,"[{'id': 0, 'bbox': (138, 153, 570, 570), 'score': [0.9494579434394836], 'center': (423, 438)}]",910,910,LCC_FASD
1141,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1820.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (275, 538, 527, 527), 'score': [0.8375331163406372], 'center': (538, 801)}]",1080,1920,liveness-detection-zalo-2022
1714,kaggle_datasets/liveness-detection-zalo-2022/train/frames/299.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (306, 549, 578, 578), 'score': [0.8717018961906433], 'center': (595, 838)}]",1080,1920,liveness-detection-zalo-2022
2391,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/51.mp4/output_0014.jpg,1,"[{'id': 0, 'bbox': (428, 526, 344, 344), 'score': [0.6206951141357422], 'center': (600, 698)}]",1080,1920,liveness-detection-zalo-2022
2650,kaggle_datasets/liveness-detection-zalo-2022/train/frames/146.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (333, 636, 396, 396), 'score': [0.7500728964805603], 'center': (531, 834)}]",1080,1920,liveness-detection-zalo-2022
1181,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMJ710FN_id26_s0_105.png,0,"[{'id': 0, 'bbox': (132, 140, 413, 413), 'score': [0.9294881224632263], 'center': (338, 346)}]",641,641,LCC_FASD
423,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024942.mp4/output_0021.jpg,0,"[{'id': 0, 'bbox': (-421, 669, 3315, 3315), 'score': [0.8234717845916748], 'center': (1236, 2326)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1788,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/25.mp4/output_0020.jpg,1,"[{'id': 0, 'bbox': (262, 773, 451, 451), 'score': [0.9382133483886719], 'center': (487, 998)}]",1080,1920,liveness-detection-zalo-2022
2888,kaggle_datasets/liveness-detection-zalo-2022/train/frames/66.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (45, 168, 174, 174), 'score': [0.8244072198867798], 'center': (132, 255)}]",272,480,liveness-detection-zalo-2022
823,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/VID_20241126_025922.mp4/output_0019.jpg,0,"[{'id': 0, 'bbox': (-245, 1256, 2441, 2441), 'score': [0.9246671199798584], 'center': (975, 2476)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
2511,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7275.png,0,"[{'id': 0, 'bbox': (136, 230, 735, 735), 'score': [0.8466847538948059], 'center': (503, 597)}]",1015,1015,LCC_FASD
2407,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1384.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (382, 240, 356, 356), 'score': [0.914007306098938], 'center': (560, 418)}]",1080,1920,liveness-detection-zalo-2022
149,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2523.png,0,"[{'id': 0, 'bbox': (66, 77, 205, 205), 'score': [0.9208195209503174], 'center': (168, 179)}]",317,317,LCC_FASD
2389,kaggle_datasets/liveness-detection-zalo-2022/train/frames/138.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (329, 616, 450, 450), 'score': [0.8648313283920288], 'center': (554, 841)}]",1080,1920,liveness-detection-zalo-2022
917,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id85_s0_45.png,1,"[{'id': 0, 'bbox': (141, 179, 486, 486), 'score': [0.9316015243530273], 'center': (384, 422)}]",761,761,LCC_FASD
2342,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LG58020157_LA319_id47_s2_37.png,0,"[{'id': 0, 'bbox': (72, 81, 211, 211), 'score': [0.9330498576164246], 'center': (177, 186)}]",351,351,LCC_FASD
322,kaggle_datasets/antispoofing-replay-dataset/frames/0001fffbd2--63329806626295715caa9f89/output_0002.jpg,0,"[{'id': 0, 'bbox': (376, 841, 528, 528), 'score': [0.9114069938659668], 'center': (640, 1105)}]",1080,1920,antispoofing-replay-dataset
2897,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2283.png,0,"[{'id': 0, 'bbox': (93, 83, 211, 211), 'score': [0.8761594295501709], 'center': (198, 188)}]",317,317,LCC_FASD
1534,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5477.png,0,"[{'id': 0, 'bbox': (40, 45, 173, 173), 'score': [0.7910611629486084], 'center': (126, 131)}]",219,219,LCC_FASD
537,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id47_s1_61.png,1,"[{'id': 0, 'bbox': (104, 177, 477, 477), 'score': [0.9366210699081421], 'center': (342, 415)}]",757,757,LCC_FASD
1163,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMJ710FN_id23_s0_75.png,0,"[{'id': 0, 'bbox': (179, 168, 534, 534), 'score': [0.9341779947280884], 'center': (446, 435)}]",853,853,LCC_FASD
1475,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5423.png,0,"[{'id': 0, 'bbox': (107, 156, 459, 459), 'score': [0.8770056366920471], 'center': (336, 385)}]",676,676,LCC_FASD
1582,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/LTC270_id151_s0_52.png,1,"[{'id': 0, 'bbox': (120, 151, 385, 384), 'score': [0.8865647315979004], 'center': (312, 343)}]",607,607,LCC_FASD
2544,kaggle_datasets/liveness-detection-zalo-2022/train/frames/554.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (71, 707, 914, 914), 'score': [0.8203580379486084], 'center': (528, 1164)}]",1080,1920,liveness-detection-zalo-2022
1812,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id18_s0_30.png,1,"[{'id': 0, 'bbox': (72, 106, 282, 282), 'score': [0.9042264223098755], 'center': (213, 247)}]",426,426,LCC_FASD
2639,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2023.png,0,"[{'id': 0, 'bbox': (48, 65, 165, 165), 'score': [0.6817617416381836], 'center': (130, 147)}]",265,265,LCC_FASD
1670,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2843.png,0,"[{'id': 0, 'bbox': (87, 133, 344, 344), 'score': [0.9020072817802429], 'center': (259, 305)}]",520,520,LCC_FASD
728,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6557.png,0,"[{'id': 0, 'bbox': (169, 165, 386, 386), 'score': [0.9311171174049377], 'center': (362, 358)}]",675,675,LCC_FASD
776,kaggle_datasets/liveness-detection-zalo-2022/train/frames/893.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (107, 304, 225, 225), 'score': [0.8853203058242798], 'center': (219, 416)}]",480,852,liveness-detection-zalo-2022
3539,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S0_id76_s0_150.png,0,"[{'id': 0, 'bbox': (79, 91, 218, 218), 'score': [0.906082034111023], 'center': (188, 200)}]",373,373,LCC_FASD
2152,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_X014D_id8_s0_30.png,0,"[{'id': 0, 'bbox': (17, 41, 167, 167), 'score': [0.8443598747253418], 'center': (100, 124)}]",202,202,LCC_FASD
906,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id84_s0_45.png,1,"[{'id': 0, 'bbox': (91, 117, 299, 299), 'score': [0.8993040919303894], 'center': (240, 266)}]",460,460,LCC_FASD
2612,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP15AC113UR_GZS5001_id56_s1_102.png,0,"[{'id': 0, 'bbox': (48, 104, 290, 290), 'score': [0.8751466274261475], 'center': (193, 249)}]",410,410,LCC_FASD
3,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/PXL_20230324_183948636.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (-624, 648, 3564, 3564), 'score': [0.6865255832672119], 'center': (1158, 2430)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
2471,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBP1314_IPHONE8F_id31_s0_90.png,0,"[{'id': 0, 'bbox': (77, 105, 343, 343), 'score': [0.8123586773872375], 'center': (248, 276)}]",473,473,LCC_FASD
1357,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id112_s0_105.png,0,"[{'id': 0, 'bbox': (60, 94, 252, 252), 'score': [0.8911529183387756], 'center': (186, 220)}]",394,394,LCC_FASD
2433,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7204.png,0,"[{'id': 0, 'bbox': (119, 174, 344, 344), 'score': [0.9058550596237183], 'center': (291, 346)}]",577,577,LCC_FASD
1196,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1026.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (81, 184, 294, 294), 'score': [0.7956528663635254], 'center': (228, 331)}]",480,854,liveness-detection-zalo-2022
410,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_IPHONE7F_id22_s0_33.png,0,"[{'id': 0, 'bbox': (31, 139, 368, 368), 'score': [0.9370563626289368], 'center': (215, 323)}]",569,569,LCC_FASD
2327,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_BQXL2420_NEXUS5_id57_s0_149.png,0,"[{'id': 0, 'bbox': (111, 126, 345, 345), 'score': [0.9254757761955261], 'center': (283, 298)}]",560,560,LCC_FASD
892,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1736.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (203, 206, 147, 147), 'score': [0.8749430775642395], 'center': (276, 279)}]",480,854,liveness-detection-zalo-2022
2454,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_DLE6540_HTCDEYE_id50_s0_75.png,0,"[{'id': 0, 'bbox': (168, 169, 439, 439), 'score': [0.9013364911079407], 'center': (387, 388)}]",716,716,LCC_FASD
452,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id40_s4_16.png,1,"[{'id': 0, 'bbox': (269, 212, 558, 558), 'score': [0.9031785130500793], 'center': (548, 491)}]",1010,1010,LCC_FASD
2104,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/40.mp4/output_0008.jpg,1,"[{'id': 0, 'bbox': (123, 216, 124, 124), 'score': [0.9644702076911926], 'center': (185, 278)}]",360,480,liveness-detection-zalo-2022
2649,kaggle_datasets/liveness-detection-zalo-2022/train/frames/146.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (362, 620, 392, 392), 'score': [0.7186324596405029], 'center': (558, 816)}]",1080,1920,liveness-detection-zalo-2022
2663,kaggle_datasets/liveness-detection-zalo-2022/train/frames/594.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (349, 636, 443, 443), 'score': [0.8866777420043945], 'center': (570, 857)}]",1080,1920,liveness-detection-zalo-2022
2048,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/38.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (93, 311, 192, 192), 'score': [0.9035402536392212], 'center': (189, 407)}]",480,720,liveness-detection-zalo-2022
990,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/46.mp4/output_0018.jpg,0,"[{'id': 0, 'bbox': (108, 149, 108, 108), 'score': [0.5877159237861633], 'center': (162, 203)}]",360,480,liveness-detection-zalo-2022
639,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1667.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (-40, 292, 529, 529), 'score': [0.8342611193656921], 'center': (224, 556)}]",480,852,liveness-detection-zalo-2022
547,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3665.png,0,"[{'id': 0, 'bbox': (84, 89, 237, 237), 'score': [0.9276650547981262], 'center': (202, 207)}]",374,374,LCC_FASD
1614,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/18.mp4/output_0020.jpg,1,"[{'id': 0, 'bbox': (84, 169, 140, 140), 'score': [0.7001972198486328], 'center': (154, 239)}]",360,480,liveness-detection-zalo-2022
1114,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_AZPP01T_AZ3ZE552KL_id34_s0_93.png,0,"[{'id': 0, 'bbox': (207, 286, 686, 686), 'score': [0.9228503108024597], 'center': (550, 629)}]",1119,1119,LCC_FASD
3603,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S0_id84_s0_150.png,0,"[{'id': 0, 'bbox': (114, 112, 307, 307), 'score': [0.9272670149803162], 'center': (267, 265)}]",480,480,LCC_FASD
941,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1754.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (475, 729, 450, 450), 'score': [0.6559029817581177], 'center': (700, 954)}]",1080,1920,liveness-detection-zalo-2022
381,kaggle_datasets/liveness-detection-zalo-2022/train/frames/787.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (171, 478, 359, 359), 'score': [0.8714444637298584], 'center': (350, 657)}]",720,1280,liveness-detection-zalo-2022
355,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1591.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (145, 354, 230, 230), 'score': [0.8881947994232178], 'center': (260, 469)}]",480,854,liveness-detection-zalo-2022
1,kaggle_datasets/liveness-detection-zalo-2022/train/frames/673.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (106, 215, 291, 291), 'score': [0.7827699780464172], 'center': (251, 360)}]",480,852,liveness-detection-zalo-2022
